draw_date,variable,value
08/09/2019,pick5_4,59
08/09/2019,pick5_5,63
08/09/2019,winning_numbers,15 53 56 59 63
08/06/2019,mega_ball,16
08/06/2019,multiplier,2.0
08/06/2019,pick5_1,11
08/06/2019,pick5_2,17
08/06/2019,pick5_3,31
08/06/2019,pick5_4,43
08/06/2019,pick5_5,55
08/06/2019,winning_numbers,11 17 31 43 55
08/02/2019,mega_ball,19
08/02/2019,multiplier,2.0
08/02/2019,pick5_1,11
08/02/2019,pick5_2,20
08/02/2019,pick5_3,26
08/02/2019,pick5_4,48
08/02/2019,pick5_5,70
08/02/2019,winning_numbers,11 20 26 48 70
07/30/2019,mega_ball,6
07/30/2019,multiplier,3.0
07/30/2019,pick5_1,10
07/30/2019,pick5_2,24
07/30/2019,pick5_3,28
07/30/2019,pick5_4,33
07/30/2019,pick5_5,38
07/30/2019,winning_numbers,10 24 28 33 38
07/26/2019,mega_ball,11
07/26/2019,multiplier,3.0
07/26/2019,pick5_1,4
07/26/2019,pick5_2,6
07/26/2019,pick5_3,11
07/26/2019,pick5_4,43
07/26/2019,pick5_5,48
07/26/2019,winning_numbers,04 06 11 43 48
07/23/2019,mega_ball,11
07/23/2019,multiplier,2.0
07/23/2019,pick5_1,1
07/23/2019,pick5_2,4
07/23/2019,pick5_3,23
07/23/2019,pick5_4,40
07/23/2019,pick5_5,45
07/23/2019,winning_numbers,01 04 23 40 45
07/19/2019,mega_ball,14
07/19/2019,multiplier,3.0
07/19/2019,pick5_1,16
07/19/2019,pick5_2,18
07/19/2019,pick5_3,28
07/19/2019,pick5_4,33
07/19/2019,pick5_5,67
07/19/2019,winning_numbers,16 18 28 33 67
07/16/2019,mega_ball,23
07/16/2019,multiplier,3.0
07/16/2019,pick5_1,8
07/16/2019,pick5_2,16
07/16/2019,pick5_3,31
07/16/2019,pick5_4,48
07/16/2019,pick5_5,52
07/16/2019,winning_numbers,08 16 31 48 52
07/12/2019,mega_ball,7
07/12/2019,multiplier,2.0
07/12/2019,pick5_1,8
07/12/2019,pick5_2,25
07/12/2019,pick5_3,38
07/12/2019,pick5_4,56
07/12/2019,pick5_5,59
07/12/2019,winning_numbers,08 25 38 56 59
07/09/2019,mega_ball,1
07/09/2019,multiplier,2.0
07/09/2019,pick5_1,12
07/09/2019,pick5_2,26
07/09/2019,pick5_3,40
07/09/2019,pick5_4,48
07/09/2019,pick5_5,64
07/09/2019,winning_numbers,12 26 40 48 64
07/05/2019,mega_ball,12
07/05/2019,multiplier,2.0
07/05/2019,pick5_1,6
07/05/2019,pick5_2,38
07/05/2019,pick5_3,47
07/05/2019,pick5_4,57
07/05/2019,pick5_5,63
07/05/2019,winning_numbers,06 38 47 57 63
07/02/2019,mega_ball,13
07/02/2019,multiplier,2.0
07/02/2019,pick5_1,3
07/02/2019,pick5_2,25
07/02/2019,pick5_3,37
07/02/2019,pick5_4,40
07/02/2019,pick5_5,55
07/02/2019,winning_numbers,03 25 37 40 55
06/28/2019,mega_ball,1
06/28/2019,multiplier,2.0
06/28/2019,pick5_1,2
06/28/2019,pick5_2,35
06/28/2019,pick5_3,49
06/28/2019,pick5_4,53
06/28/2019,pick5_5,63
06/28/2019,winning_numbers,02 35 49 53 63
06/25/2019,mega_ball,17
06/25/2019,multiplier,3.0
06/25/2019,pick5_1,24
06/25/2019,pick5_2,33
06/25/2019,pick5_3,45
06/25/2019,pick5_4,47
06/25/2019,pick5_5,61
06/25/2019,winning_numbers,24 33 45 47 61
06/21/2019,mega_ball,18
06/21/2019,multiplier,3.0
06/21/2019,pick5_1,13
06/21/2019,pick5_2,30
06/21/2019,pick5_3,36
06/21/2019,pick5_4,48
06/21/2019,pick5_5,62
06/21/2019,winning_numbers,13 30 36 48 62
06/18/2019,mega_ball,21
06/18/2019,multiplier,2.0
06/18/2019,pick5_1,12
06/18/2019,pick5_2,14
06/18/2019,pick5_3,22
06/18/2019,pick5_4,24
06/18/2019,pick5_5,48
06/18/2019,winning_numbers,12 14 22 24 48
06/14/2019,mega_ball,6
06/14/2019,multiplier,2.0
06/14/2019,pick5_1,19
06/14/2019,pick5_2,40
06/14/2019,pick5_3,47
06/14/2019,pick5_4,57
06/14/2019,pick5_5,65
06/14/2019,winning_numbers,19 40 47 57 65
06/11/2019,mega_ball,13
06/11/2019,multiplier,3.0
06/11/2019,pick5_1,20
06/11/2019,pick5_2,34
06/11/2019,pick5_3,39
06/11/2019,pick5_4,43
06/11/2019,pick5_5,57
06/11/2019,winning_numbers,20 34 39 43 57
06/07/2019,mega_ball,2
06/07/2019,multiplier,3.0
06/07/2019,pick5_1,17
06/07/2019,pick5_2,19
06/07/2019,pick5_3,27
06/07/2019,pick5_4,40
06/07/2019,pick5_5,68
06/07/2019,winning_numbers,17 19 27 40 68
06/04/2019,mega_ball,25
06/04/2019,multiplier,2.0
06/04/2019,pick5_1,25
06/04/2019,pick5_2,37
06/04/2019,pick5_3,46
06/04/2019,pick5_4,48
06/04/2019,pick5_5,68
06/04/2019,winning_numbers,25 37 46 48 68
05/31/2019,mega_ball,4
05/31/2019,multiplier,3.0
05/31/2019,pick5_1,7
05/31/2019,pick5_2,8
05/31/2019,pick5_3,26
05/31/2019,pick5_4,65
05/31/2019,pick5_5,67
05/31/2019,winning_numbers,07 08 26 65 67
05/28/2019,mega_ball,21
05/28/2019,multiplier,2.0
05/28/2019,pick5_1,9
05/28/2019,pick5_2,21
05/28/2019,pick5_3,34
05/28/2019,pick5_4,42
05/28/2019,pick5_5,50
05/28/2019,winning_numbers,09 21 34 42 50
05/24/2019,mega_ball,10
05/24/2019,multiplier,2.0
05/24/2019,pick5_1,14
05/24/2019,pick5_2,41
05/24/2019,pick5_3,44
05/24/2019,pick5_4,56
05/24/2019,pick5_5,62
05/24/2019,winning_numbers,14 41 44 56 62
05/21/2019,mega_ball,15
05/21/2019,multiplier,5.0
05/21/2019,pick5_1,10
05/21/2019,pick5_2,50
05/21/2019,pick5_3,55
05/21/2019,pick5_4,56
05/21/2019,pick5_5,58
05/21/2019,winning_numbers,10 50 55 56 58
05/17/2019,mega_ball,11
05/17/2019,multiplier,3.0
05/17/2019,pick5_1,5
05/17/2019,pick5_2,17
05/17/2019,pick5_3,28
05/17/2019,pick5_4,32
05/17/2019,pick5_5,63
05/17/2019,winning_numbers,05 17 28 32 63
05/14/2019,mega_ball,18
05/14/2019,multiplier,4.0
05/14/2019,pick5_1,11
05/14/2019,pick5_2,59
05/14/2019,pick5_3,66
05/14/2019,pick5_4,67
05/14/2019,pick5_5,68
05/14/2019,winning_numbers,11 59 66 67 68
05/10/2019,mega_ball,19
05/10/2019,multiplier,2.0
05/10/2019,pick5_1,3
05/10/2019,pick5_2,16
05/10/2019,pick5_3,21
05/10/2019,pick5_4,61
05/10/2019,pick5_5,62
05/10/2019,winning_numbers,03 16 21 61 62
05/07/2019,mega_ball,19
05/07/2019,multiplier,3.0
05/07/2019,pick5_1,3
05/07/2019,pick5_2,6
05/07/2019,pick5_3,34
05/07/2019,pick5_4,54
05/07/2019,pick5_5,63
05/07/2019,winning_numbers,03 06 34 54 63
05/03/2019,mega_ball,11
05/03/2019,multiplier,2.0
05/03/2019,pick5_1,8
05/03/2019,pick5_2,16
05/03/2019,pick5_3,22
05/03/2019,pick5_4,66
05/03/2019,pick5_5,68
05/03/2019,winning_numbers,08 16 22 66 68
04/30/2019,mega_ball,20
04/30/2019,multiplier,3.0
04/30/2019,pick5_1,24
04/30/2019,pick5_2,37
04/30/2019,pick5_3,41
04/30/2019,pick5_4,61
04/30/2019,pick5_5,70
04/30/2019,winning_numbers,24 37 41 61 70
04/26/2019,mega_ball,10
04/26/2019,multiplier,4.0
04/26/2019,pick5_1,9
04/26/2019,pick5_2,17
04/26/2019,pick5_3,23
04/26/2019,pick5_4,30
04/26/2019,pick5_5,46
04/26/2019,winning_numbers,09 17 23 30 46
04/23/2019,mega_ball,9
04/23/2019,multiplier,4.0
04/23/2019,pick5_1,7
04/23/2019,pick5_2,24
04/23/2019,pick5_3,30
04/23/2019,pick5_4,48
04/23/2019,pick5_5,67
04/23/2019,winning_numbers,07 24 30 48 67
04/19/2019,mega_ball,25
04/19/2019,multiplier,4.0
04/19/2019,pick5_1,18
04/19/2019,pick5_2,25
04/19/2019,pick5_3,43
04/19/2019,pick5_4,44
04/19/2019,pick5_5,57
04/19/2019,winning_numbers,18 25 43 44 57
04/16/2019,mega_ball,10
04/16/2019,multiplier,2.0
04/16/2019,pick5_1,11
04/16/2019,pick5_2,29
04/16/2019,pick5_3,34
04/16/2019,pick5_4,48
04/16/2019,pick5_5,54
04/16/2019,winning_numbers,11 29 34 48 54
04/12/2019,mega_ball,4
04/12/2019,multiplier,2.0
04/12/2019,pick5_1,1
04/12/2019,pick5_2,24
04/12/2019,pick5_3,25
04/12/2019,pick5_4,40
04/12/2019,pick5_5,70
04/12/2019,winning_numbers,01 24 25 40 70
04/09/2019,mega_ball,9
04/09/2019,multiplier,2.0
04/09/2019,pick5_1,11
04/09/2019,pick5_2,22
04/09/2019,pick5_3,34
04/09/2019,pick5_4,44
04/09/2019,pick5_5,58
04/09/2019,winning_numbers,11 22 34 44 58
04/05/2019,mega_ball,21
04/05/2019,multiplier,2.0
04/05/2019,pick5_1,8
04/05/2019,pick5_2,22
04/05/2019,pick5_3,24
04/05/2019,pick5_4,38
04/05/2019,pick5_5,64
04/05/2019,winning_numbers,08 22 24 38 64
04/02/2019,mega_ball,25
04/02/2019,multiplier,3.0
04/02/2019,pick5_1,33
04/02/2019,pick5_2,47
04/02/2019,pick5_3,58
04/02/2019,pick5_4,59
04/02/2019,pick5_5,64
04/02/2019,winning_numbers,33 47 58 59 64
03/29/2019,mega_ball,3
03/29/2019,multiplier,3.0
03/29/2019,pick5_1,5
03/29/2019,pick5_2,14
03/29/2019,pick5_3,15
03/29/2019,pick5_4,62
03/29/2019,pick5_5,66
03/29/2019,winning_numbers,05 14 15 62 66
03/26/2019,mega_ball,9
03/26/2019,multiplier,3.0
03/26/2019,pick5_1,4
03/26/2019,pick5_2,14
03/26/2019,pick5_3,22
03/26/2019,pick5_4,43
03/26/2019,pick5_5,58
03/26/2019,winning_numbers,04 14 22 43 58
03/22/2019,mega_ball,10
03/22/2019,multiplier,3.0
03/22/2019,pick5_1,7
03/22/2019,pick5_2,36
03/22/2019,pick5_3,58
03/22/2019,pick5_4,60
03/22/2019,pick5_5,62
03/22/2019,winning_numbers,07 36 58 60 62
03/19/2019,mega_ball,15
03/19/2019,multiplier,3.0
03/19/2019,pick5_1,10
03/19/2019,pick5_2,42
03/19/2019,pick5_3,53
03/19/2019,pick5_4,67
03/19/2019,pick5_5,68
03/19/2019,winning_numbers,10 42 53 67 68
03/15/2019,mega_ball,4
03/15/2019,multiplier,3.0
03/15/2019,pick5_1,3
03/15/2019,pick5_2,29
03/15/2019,pick5_3,56
03/15/2019,pick5_4,62
03/15/2019,pick5_5,64
03/15/2019,winning_numbers,03 29 56 62 64
03/12/2019,mega_ball,18
03/12/2019,multiplier,4.0
03/12/2019,pick5_1,10
03/12/2019,pick5_2,12
03/12/2019,pick5_3,16
03/12/2019,pick5_4,49
03/12/2019,pick5_5,57
03/12/2019,winning_numbers,10 12 16 49 57
03/08/2019,mega_ball,7
03/08/2019,multiplier,4.0
03/08/2019,pick5_1,4
03/08/2019,pick5_2,9
03/08/2019,pick5_3,42
03/08/2019,pick5_4,62
03/08/2019,pick5_5,68
03/08/2019,winning_numbers,04 09 42 62 68
03/05/2019,mega_ball,6
03/05/2019,multiplier,3.0
03/05/2019,pick5_1,15
03/05/2019,pick5_2,20
03/05/2019,pick5_3,32
03/05/2019,pick5_4,37
03/05/2019,pick5_5,52
03/05/2019,winning_numbers,15 20 32 37 52
03/01/2019,mega_ball,21
03/01/2019,multiplier,2.0
03/01/2019,pick5_1,29
03/01/2019,pick5_2,33
03/01/2019,pick5_3,39
03/01/2019,pick5_4,60
03/01/2019,pick5_5,66
03/01/2019,winning_numbers,29 33 39 60 66
02/26/2019,mega_ball,20
02/26/2019,multiplier,3.0
02/26/2019,pick5_1,10
02/26/2019,pick5_2,12
02/26/2019,pick5_3,14
02/26/2019,pick5_4,24
02/26/2019,pick5_5,60
02/26/2019,winning_numbers,10 12 14 24 60
02/22/2019,mega_ball,4
02/22/2019,multiplier,4.0
02/22/2019,pick5_1,18
02/22/2019,pick5_2,24
02/22/2019,pick5_3,31
02/22/2019,pick5_4,34
02/22/2019,pick5_5,55
02/22/2019,winning_numbers,18 24 31 34 55
02/19/2019,mega_ball,3
02/19/2019,multiplier,2.0
02/19/2019,pick5_1,17
02/19/2019,pick5_2,24
02/19/2019,pick5_3,34
02/19/2019,pick5_4,56
02/19/2019,pick5_5,65
02/19/2019,winning_numbers,17 24 34 56 65
02/15/2019,mega_ball,12
02/15/2019,multiplier,2.0
02/15/2019,pick5_1,10
02/15/2019,pick5_2,38
02/15/2019,pick5_3,40
02/15/2019,pick5_4,43
02/15/2019,pick5_5,65
02/15/2019,winning_numbers,10 38 40 43 65
02/12/2019,mega_ball,7
02/12/2019,multiplier,3.0
02/12/2019,pick5_1,15
02/12/2019,pick5_2,32
02/12/2019,pick5_3,39
02/12/2019,pick5_4,50
02/12/2019,pick5_5,65
02/12/2019,winning_numbers,15 32 39 50 65
02/08/2019,mega_ball,13
02/08/2019,multiplier,3.0
02/08/2019,pick5_1,14
02/08/2019,pick5_2,24
02/08/2019,pick5_3,31
02/08/2019,pick5_4,42
02/08/2019,pick5_5,48
02/08/2019,winning_numbers,14 24 31 42 48
02/05/2019,mega_ball,7
02/05/2019,multiplier,2.0
02/05/2019,pick5_1,3
02/05/2019,pick5_2,34
02/05/2019,pick5_3,36
02/05/2019,pick5_4,59
02/05/2019,pick5_5,66
02/05/2019,winning_numbers,03 34 36 59 66
02/01/2019,mega_ball,11
02/01/2019,multiplier,5.0
02/01/2019,pick5_1,2
02/01/2019,pick5_2,37
02/01/2019,pick5_3,48
02/01/2019,pick5_4,66
02/01/2019,pick5_5,68
02/01/2019,winning_numbers,02 37 48 66 68
01/29/2019,mega_ball,22
01/29/2019,multiplier,2.0
01/29/2019,pick5_1,10
01/29/2019,pick5_2,33
01/29/2019,pick5_3,53
01/29/2019,pick5_4,54
01/29/2019,pick5_5,62
01/29/2019,winning_numbers,10 33 53 54 62
01/25/2019,mega_ball,10
01/25/2019,multiplier,2.0
01/25/2019,pick5_1,8
01/25/2019,pick5_2,16
01/25/2019,pick5_3,30
01/25/2019,pick5_4,38
01/25/2019,pick5_5,61
01/25/2019,winning_numbers,08 16 30 38 61
01/22/2019,mega_ball,16
01/22/2019,multiplier,5.0
01/22/2019,pick5_1,4
01/22/2019,pick5_2,15
01/22/2019,pick5_3,37
01/22/2019,pick5_4,59
01/22/2019,pick5_5,64
01/22/2019,winning_numbers,04 15 37 59 64
01/18/2019,mega_ball,24
01/18/2019,multiplier,3.0
01/18/2019,pick5_1,2
01/18/2019,pick5_2,43
01/18/2019,pick5_3,48
01/18/2019,pick5_4,62
01/18/2019,pick5_5,64
01/18/2019,winning_numbers,02 43 48 62 64
01/15/2019,mega_ball,7
01/15/2019,multiplier,2.0
01/15/2019,pick5_1,29
01/15/2019,pick5_2,52
01/15/2019,pick5_3,58
01/15/2019,pick5_4,60
01/15/2019,pick5_5,62
01/15/2019,winning_numbers,29 52 58 60 62
01/11/2019,mega_ball,20
01/11/2019,multiplier,3.0
01/11/2019,pick5_1,4
01/11/2019,pick5_2,5
01/11/2019,pick5_3,31
01/11/2019,pick5_4,62
01/11/2019,pick5_5,69
01/11/2019,winning_numbers,04 05 31 62 69
01/08/2019,mega_ball,5
01/08/2019,multiplier,5.0
01/08/2019,pick5_1,13
01/08/2019,pick5_2,26
01/08/2019,pick5_3,29
01/08/2019,pick5_4,38
01/08/2019,pick5_5,64
01/08/2019,winning_numbers,13 26 29 38 64
01/04/2019,mega_ball,15
01/04/2019,multiplier,4.0
01/04/2019,pick5_1,21
01/04/2019,pick5_2,29
01/04/2019,pick5_3,35
01/04/2019,pick5_4,54
01/04/2019,pick5_5,60
01/04/2019,winning_numbers,21 29 35 54 60
01/01/2019,mega_ball,14
01/01/2019,multiplier,4.0
01/01/2019,pick5_1,34
01/01/2019,pick5_2,44
01/01/2019,pick5_3,57
01/01/2019,pick5_4,62
01/01/2019,pick5_5,70
01/01/2019,winning_numbers,34 44 57 62 70
12/28/2018,mega_ball,21
12/28/2018,multiplier,2.0
12/28/2018,pick5_1,9
12/28/2018,pick5_2,10
12/28/2018,pick5_3,25
12/28/2018,pick5_4,37
12/28/2018,pick5_5,38
12/28/2018,winning_numbers,09 10 25 37 38
12/25/2018,mega_ball,6
12/25/2018,multiplier,3.0
12/25/2018,pick5_1,2
12/25/2018,pick5_2,8
12/25/2018,pick5_3,42
12/25/2018,pick5_4,43
12/25/2018,pick5_5,50
12/25/2018,winning_numbers,02 08 42 43 50
12/21/2018,mega_ball,5
12/21/2018,multiplier,3.0
12/21/2018,pick5_1,10
12/21/2018,pick5_2,13
12/21/2018,pick5_3,61
12/21/2018,pick5_4,62
12/21/2018,pick5_5,70
12/21/2018,winning_numbers,10 13 61 62 70
12/18/2018,mega_ball,9
12/18/2018,multiplier,3.0
12/18/2018,pick5_1,13
12/18/2018,pick5_2,22
12/18/2018,pick5_3,32
12/18/2018,pick5_4,60
12/18/2018,pick5_5,69
12/18/2018,winning_numbers,13 22 32 60 69
12/14/2018,mega_ball,23
12/14/2018,multiplier,4.0
12/14/2018,pick5_1,5
12/14/2018,pick5_2,22
12/14/2018,pick5_3,26
12/14/2018,pick5_4,43
12/14/2018,pick5_5,49
12/14/2018,winning_numbers,05 22 26 43 49
12/11/2018,mega_ball,12
12/11/2018,multiplier,2.0
12/11/2018,pick5_1,4
12/11/2018,pick5_2,38
12/11/2018,pick5_3,39
12/11/2018,pick5_4,54
12/11/2018,pick5_5,59
12/11/2018,winning_numbers,04 38 39 54 59
12/07/2018,mega_ball,13
12/07/2018,multiplier,3.0
12/07/2018,pick5_1,4
12/07/2018,pick5_2,10
12/07/2018,pick5_3,20
12/07/2018,pick5_4,33
12/07/2018,pick5_5,57
12/07/2018,winning_numbers,04 10 20 33 57
12/04/2018,mega_ball,4
12/04/2018,multiplier,3.0
12/04/2018,pick5_1,28
12/04/2018,pick5_2,31
12/04/2018,pick5_3,41
12/04/2018,pick5_4,42
12/04/2018,pick5_5,50
12/04/2018,winning_numbers,28 31 41 42 50
11/30/2018,mega_ball,19
11/30/2018,multiplier,3.0
11/30/2018,pick5_1,25
11/30/2018,pick5_2,28
11/30/2018,pick5_3,40
11/30/2018,pick5_4,43
11/30/2018,pick5_5,63
11/30/2018,winning_numbers,25 28 40 43 63
11/27/2018,mega_ball,18
11/27/2018,multiplier,4.0
11/27/2018,pick5_1,12
11/27/2018,pick5_2,24
11/27/2018,pick5_3,37
11/27/2018,pick5_4,42
11/27/2018,pick5_5,57
11/27/2018,winning_numbers,12 24 37 42 57
11/23/2018,mega_ball,23
11/23/2018,multiplier,4.0
11/23/2018,pick5_1,7
11/23/2018,pick5_2,10
11/23/2018,pick5_3,30
11/23/2018,pick5_4,33
11/23/2018,pick5_5,59
11/23/2018,winning_numbers,07 10 30 33 59
11/20/2018,mega_ball,10
11/20/2018,multiplier,3.0
11/20/2018,pick5_1,10
11/20/2018,pick5_2,16
11/20/2018,pick5_3,31
11/20/2018,pick5_4,42
11/20/2018,pick5_5,66
11/20/2018,winning_numbers,10 16 31 42 66
11/16/2018,mega_ball,16
11/16/2018,multiplier,3.0
11/16/2018,pick5_1,33
11/16/2018,pick5_2,36
11/16/2018,pick5_3,63
11/16/2018,pick5_4,68
11/16/2018,pick5_5,69
11/16/2018,winning_numbers,33 36 63 68 69
11/13/2018,mega_ball,11
11/13/2018,multiplier,3.0
11/13/2018,pick5_1,34
11/13/2018,pick5_2,46
11/13/2018,pick5_3,57
11/13/2018,pick5_4,65
11/13/2018,pick5_5,69
11/13/2018,winning_numbers,34 46 57 65 69
11/09/2018,mega_ball,5
11/09/2018,multiplier,4.0
11/09/2018,pick5_1,8
11/09/2018,pick5_2,14
11/09/2018,pick5_3,27
11/09/2018,pick5_4,57
11/09/2018,pick5_5,67
11/09/2018,winning_numbers,08 14 27 57 67
11/06/2018,mega_ball,12
11/06/2018,multiplier,2.0
11/06/2018,pick5_1,28
11/06/2018,pick5_2,34
11/06/2018,pick5_3,37
11/06/2018,pick5_4,56
11/06/2018,pick5_5,69
11/06/2018,winning_numbers,28 34 37 56 69
11/02/2018,mega_ball,16
11/02/2018,multiplier,2.0
11/02/2018,pick5_1,3
11/02/2018,pick5_2,23
11/02/2018,pick5_3,28
11/02/2018,pick5_4,46
11/02/2018,pick5_5,62
11/02/2018,winning_numbers,03 23 28 46 62
10/30/2018,mega_ball,23
10/30/2018,multiplier,2.0
10/30/2018,pick5_1,20
10/30/2018,pick5_2,31
10/30/2018,pick5_3,39
10/30/2018,pick5_4,46
10/30/2018,pick5_5,49
10/30/2018,winning_numbers,20 31 39 46 49
10/26/2018,mega_ball,5
10/26/2018,multiplier,4.0
10/26/2018,pick5_1,1
10/26/2018,pick5_2,28
10/26/2018,pick5_3,61
10/26/2018,pick5_4,62
10/26/2018,pick5_5,63
10/26/2018,winning_numbers,01 28 61 62 63
10/23/2018,mega_ball,5
10/23/2018,multiplier,3.0
10/23/2018,pick5_1,5
10/23/2018,pick5_2,28
10/23/2018,pick5_3,62
10/23/2018,pick5_4,65
10/23/2018,pick5_5,70
10/23/2018,winning_numbers,05 28 62 65 70
10/19/2018,mega_ball,7
10/19/2018,multiplier,2.0
10/19/2018,pick5_1,15
10/19/2018,pick5_2,23
10/19/2018,pick5_3,53
10/19/2018,pick5_4,65
10/19/2018,pick5_5,70
10/19/2018,winning_numbers,15 23 53 65 70
10/16/2018,mega_ball,9
10/16/2018,multiplier,5.0
10/16/2018,pick5_1,3
10/16/2018,pick5_2,45
10/16/2018,pick5_3,49
10/16/2018,pick5_4,61
10/16/2018,pick5_5,69
10/16/2018,winning_numbers,03 45 49 61 69
10/12/2018,mega_ball,7
10/12/2018,multiplier,3.0
10/12/2018,pick5_1,4
10/12/2018,pick5_2,24
10/12/2018,pick5_3,46
10/12/2018,pick5_4,61
10/12/2018,pick5_5,70
10/12/2018,winning_numbers,04 24 46 61 70
10/09/2018,mega_ball,18
10/09/2018,multiplier,3.0
10/09/2018,pick5_1,20
10/09/2018,pick5_2,22
10/09/2018,pick5_3,39
10/09/2018,pick5_4,54
10/09/2018,pick5_5,60
10/09/2018,winning_numbers,20 22 39 54 60
10/05/2018,mega_ball,12
10/05/2018,multiplier,2.0
10/05/2018,pick5_1,27
10/05/2018,pick5_2,28
10/05/2018,pick5_3,32
10/05/2018,pick5_4,41
10/05/2018,pick5_5,69
10/05/2018,winning_numbers,27 28 32 41 69
10/02/2018,mega_ball,1
10/02/2018,multiplier,3.0
10/02/2018,pick5_1,2
10/02/2018,pick5_2,22
10/02/2018,pick5_3,29
10/02/2018,pick5_4,31
10/02/2018,pick5_5,34
10/02/2018,winning_numbers,02 22 29 31 34
09/28/2018,mega_ball,15
09/28/2018,multiplier,3.0
09/28/2018,pick5_1,39
09/28/2018,pick5_2,45
09/28/2018,pick5_3,52
09/28/2018,pick5_4,56
09/28/2018,pick5_5,59
09/28/2018,winning_numbers,39 45 52 56 59
09/25/2018,mega_ball,12
09/25/2018,multiplier,2.0
09/25/2018,pick5_1,8
09/25/2018,pick5_2,16
09/25/2018,pick5_3,32
09/25/2018,pick5_4,48
09/25/2018,pick5_5,61
09/25/2018,winning_numbers,08 16 32 48 61
09/21/2018,mega_ball,9
09/21/2018,multiplier,4.0
09/21/2018,pick5_1,1
09/21/2018,pick5_2,2
09/21/2018,pick5_3,11
09/21/2018,pick5_4,52
09/21/2018,pick5_5,64
09/21/2018,winning_numbers,01 02 11 52 64
09/18/2018,mega_ball,17
09/18/2018,multiplier,2.0
09/18/2018,pick5_1,31
09/18/2018,pick5_2,32
09/18/2018,pick5_3,43
09/18/2018,pick5_4,63
09/18/2018,pick5_5,68
09/18/2018,winning_numbers,31 32 43 63 68
09/14/2018,mega_ball,13
09/14/2018,multiplier,4.0
09/14/2018,pick5_1,23
09/14/2018,pick5_2,30
09/14/2018,pick5_3,40
09/14/2018,pick5_4,43
09/14/2018,pick5_5,66
09/14/2018,winning_numbers,23 30 40 43 66
09/11/2018,mega_ball,19
09/11/2018,multiplier,2.0
09/11/2018,pick5_1,15
09/11/2018,pick5_2,30
09/11/2018,pick5_3,51
09/11/2018,pick5_4,62
09/11/2018,pick5_5,67
09/11/2018,winning_numbers,15 30 51 62 67
09/07/2018,mega_ball,10
09/07/2018,multiplier,2.0
09/07/2018,pick5_1,8
09/07/2018,pick5_2,10
09/07/2018,pick5_3,41
09/07/2018,pick5_4,54
09/07/2018,pick5_5,68
09/07/2018,winning_numbers,08 10 41 54 68
09/04/2018,mega_ball,3
09/04/2018,multiplier,3.0
09/04/2018,pick5_1,2
09/04/2018,pick5_2,7
09/04/2018,pick5_3,25
09/04/2018,pick5_4,35
09/04/2018,pick5_5,44
09/04/2018,winning_numbers,02 07 25 35 44
08/31/2018,mega_ball,17
08/31/2018,multiplier,3.0
08/31/2018,pick5_1,7
08/31/2018,pick5_2,18
08/31/2018,pick5_3,29
08/31/2018,pick5_4,32
08/31/2018,pick5_5,45
08/31/2018,winning_numbers,07 18 29 32 45
08/28/2018,mega_ball,20
08/28/2018,multiplier,3.0
08/28/2018,pick5_1,3
08/28/2018,pick5_2,20
08/28/2018,pick5_3,33
08/28/2018,pick5_4,34
08/28/2018,pick5_5,41
08/28/2018,winning_numbers,03 20 33 34 41
08/24/2018,mega_ball,8
08/24/2018,multiplier,2.0
08/24/2018,pick5_1,1
08/24/2018,pick5_2,6
08/24/2018,pick5_3,13
08/24/2018,pick5_4,18
08/24/2018,pick5_5,49
08/24/2018,winning_numbers,01 06 13 18 49
08/21/2018,mega_ball,11
08/21/2018,multiplier,3.0
08/21/2018,pick5_1,14
08/21/2018,pick5_2,16
08/21/2018,pick5_3,19
08/21/2018,pick5_4,38
08/21/2018,pick5_5,57
08/21/2018,winning_numbers,14 16 19 38 57
08/17/2018,mega_ball,3
08/17/2018,multiplier,2.0
08/17/2018,pick5_1,1
08/17/2018,pick5_2,31
08/17/2018,pick5_3,32
08/17/2018,pick5_4,47
08/17/2018,pick5_5,56
08/17/2018,winning_numbers,01 31 32 47 56
08/14/2018,mega_ball,11
08/14/2018,multiplier,2.0
08/14/2018,pick5_1,11
08/14/2018,pick5_2,26
08/14/2018,pick5_3,44
08/14/2018,pick5_4,45
08/14/2018,pick5_5,46
08/14/2018,winning_numbers,11 26 44 45 46
08/10/2018,mega_ball,6
08/10/2018,multiplier,5.0
08/10/2018,pick5_1,1
08/10/2018,pick5_2,3
08/10/2018,pick5_3,12
08/10/2018,pick5_4,22
08/10/2018,pick5_5,42
08/10/2018,winning_numbers,01 03 12 22 42
08/07/2018,mega_ball,2
08/07/2018,multiplier,5.0
08/07/2018,pick5_1,2
08/07/2018,pick5_2,13
08/07/2018,pick5_3,15
08/07/2018,pick5_4,21
08/07/2018,pick5_5,62
08/07/2018,winning_numbers,02 13 15 21 62
08/03/2018,mega_ball,2
08/03/2018,multiplier,2.0
08/03/2018,pick5_1,9
08/03/2018,pick5_2,28
08/03/2018,pick5_3,30
08/03/2018,pick5_4,54
08/03/2018,pick5_5,60
08/03/2018,winning_numbers,09 28 30 54 60
07/31/2018,mega_ball,9
07/31/2018,multiplier,2.0
07/31/2018,pick5_1,12
07/31/2018,pick5_2,15
07/31/2018,pick5_3,35
07/31/2018,pick5_4,64
07/31/2018,pick5_5,69
07/31/2018,winning_numbers,12 15 35 64 69
07/27/2018,mega_ball,20
